ProductID,Product Name,Year,Sales_units,AverageProductMass_kg,Category,Minimum_Lifespan,Maximum_Lifespan,Mean_Lifespan,Std_dev_Lifespan
16,Plasma TV,2007,,,TV,,,,
16,Plasma TV,2008,,,TV,,,,
16,Plasma TV,2009,,,TV,,,,
16,Plasma TV,2010,,,TV,,,,
16,Plasma TV,2011,,,TV,,,,
16,Plasma TV,2012,,,TV,,,,
16,Plasma TV,2013,,,TV,,,,
16,Plasma TV,2014,,,TV,,,,
16,Plasma TV,2015,,,TV,,,,
16,Plasma TV,2016,,,TV,,,,
16,Plasma TV,2017,,,TV,,,,
16,Plasma TV,2018,,,TV,,,,
17,Printer,1980,,,Hard-copy,,,,
17,Printer,1981,,,Hard-copy,,,,
17,Printer,1982,,,Hard-copy,,,,
17,Printer,1983,,,Hard-copy,,,,
17,Printer,1984,,,Hard-copy,,,,
17,Printer,1985,,,Hard-copy,,,,
17,Printer,1986,,,Hard-copy,,,,
17,Printer,1987,,,Hard-copy,,,,
17,Printer,1988,,,Hard-copy,,,,
17,Printer,1989,,,Hard-copy,,,,
17,Printer,1990,,,Hard-copy,,,,
17,Printer,1991,,,Hard-copy,,,,
17,Printer,1992,,,Hard-copy,,,,
17,Printer,1993,,,Hard-copy,,,,
17,Printer,1994,,,Hard-copy,,,,
17,Printer,1995,,,Hard-copy,,,,
17,Printer,1996,,,Hard-copy,,,,
17,Printer,1997,,,Hard-copy,,,,
17,Printer,1998,,,Hard-copy,,,,
17,Printer,1999,,,Hard-copy,,,,
17,Printer,2000,,,Hard-copy,,,,
17,Printer,2001,,,Hard-copy,,,,
17,Printer,2002,,,Hard-copy,,,,
17,Printer,2003,,,Hard-copy,,,,
17,Printer,2004,,,Hard-copy,,,,
17,Printer,2005,,,Hard-copy,,,,
17,Printer,2006,,,Hard-copy,,,,
17,Printer,2007,,,Hard-copy,,,,
17,Printer,2008,,,Hard-copy,,,,
17,Printer,2009,,,Hard-copy,,,,
17,Printer,2010,,,Hard-copy,,,,
17,Printer,2011,,,Hard-copy,,,,
17,Printer,2012,,,Hard-copy,,,,
17,Printer,2013,,,Hard-copy,,,,
17,Printer,2014,,,Hard-copy,,,,
17,Printer,2015,,,Hard-copy,,,,
17,Printer,2016,,,Hard-copy,,,,
17,Printer,2017,,,Hard-copy,,,,
17,Printer,2018,,,Hard-copy,,,,
18,Smart phone,1989,,,Phone,,,,
18,Smart phone,1990,,,Phone,,,,
18,Smart phone,1991,,,Phone,,,,
18,Smart phone,1992,,,Phone,,,,
18,Smart phone,1993,,,Phone,,,,
18,Smart phone,1994,,,Phone,,,,
18,Smart phone,1995,,,Phone,,,,
18,Smart phone,1996,,,Phone,,,,
18,Smart phone,1997,,,Phone,,,,
18,Smart phone,1998,,,Phone,,,,
18,Smart phone,1999,,,Phone,,,,
18,Smart phone,2000,,,Phone,,,,
18,Smart phone,2001,,,Phone,,,,
18,Smart phone,2002,,,Phone,,,,
18,Smart phone,2003,,,Phone,,,,
18,Smart phone,2004,,,Phone,,,,
18,Smart phone,2005,,,Phone,,,,
18,Smart phone,2006,,,Phone,,,,
18,Smart phone,2007,,,Phone,,,,
18,Smart phone,2008,,,Phone,,,,
18,Smart phone,2009,,,Phone,,,,
18,Smart phone,2010,,,Phone,,,,
18,Smart phone,2011,,,Phone,,,,
18,Smart phone,2012,,,Phone,,,,
18,Smart phone,2013,,,Phone,,,,
18,Smart phone,2014,,,Phone,,,,
18,Smart phone,2015,,,Phone,,,,
